"GeneID","GeneName","log2FC","padj","neg_log_padj"
"ENSG00000169629.12","RGPD8",-2.01350283243818,0.0299653214446204,1.52338105916969
"ENSG00000165215.6","CLDN3",1.70521060036444,0.00146898915417939,2.83298141067498
"ENSG00000177045.11","SIX5",1.60255405063943,0.000389970314553274,3.40896845122065
"ENSG00000188483.8","IER5L",1.50003659535216,2.90389426986602e-05,4.537019200248
"ENSG00000178372.8","CALML5",1.4720759759447,6.06268881998564e-06,5.21733472225346
"ENSG00000187608.10","ISG15",1.47033114761101,3.05202697529226e-05,4.51541163219527
"ENSG00000272141.1","ENSG00000272141",1.45161823868916,0.00468905113550191,2.3289150311244
"ENSG00000171222.11","SCAND1",1.41545629487432,0.00470197593234941,2.32771959819589
"ENSG00000142089.17","IFITM3",1.39604173231872,0.000296189665601675,3.52843009858478
"ENSG00000283498.1","MIR1244-2",-1.33824586745662,4.86616948707448e-05,4.31281276880854
"ENSG00000165949.13","IFI27",1.31406512735489,6.77518824051771e-40,39.1690786339322
"ENSG00000152082.15","MZT2B",1.30599284291016,0.00122514234497169,2.91181344922248
"ENSG00000130522.6","JUND",1.24362541242863,0.00698412831305633,2.15588779033049
"ENSG00000154277.13","UCHL1",1.23127054230366,0.0612713231444885,1.21274274104644
"ENSG00000099625.14","CBARP",1.1865721324425,0.00223574106585538,2.65057849603691
"ENSG00000178531.6","CTXN1",1.18495818005721,0.00698412831305633,2.15588779033049
"ENSG00000174276.7","ZNHIT2",1.17627255939199,0.000340143100042281,3.46833833447544
"ENSG00000254681.7","PKD1P5",1.16833703871022,0.0135154007932268,1.86917107096371
"ENSG00000170684.10","ZNF296",1.16769307362072,4.39702433168905e-05,4.35684113113057
"ENSG00000235643.2","LINC01647",1.16702424474135,0.0715747708560135,1.14524003368189
"ENSG00000238172.2","RPS2P35",-1.16469828413762,0.0228121699684315,1.64183340124277
"ENSG00000259033.3","ENSG00000259033",-1.14487381496841,0.00774004226663338,2.11125666772595
"ENSG00000172974.11","VDAC2P5",1.13813458435741,0.00463916278091832,2.33356038850424
"ENSG00000002330.14","BAD",1.13718865469246,0.000647402623853515,3.18882554478084
"ENSG00000173621.9","LRFN4",1.12344622689332,0.000100788448874366,3.99658923850142
"ENSG00000171159.5","BBLN",1.11594555499585,0.00525761449870573,2.27921126060748
"ENSG00000179085.8","DPM3",1.11366378944643,0.0375355758656699,1.42555691685996
"ENSG00000132530.17","XAF1",1.10272372580464,1.66420710311911e-05,4.77879262867929
"ENSG00000172889.16","EGFL7",1.1017308416035,3.0054111265747e-05,4.52209611008727
"ENSG00000103024.8","NME3",1.08222016481405,0.000896732121219922,3.04733727340074
"ENSG00000230882.1","ENSG00000230882",1.07915649103176,0.000786126999420865,3.10450728768544
"ENSG00000149925.22","ALDOA",1.07294006976811,0.00323854607651472,2.48964991962792
"ENSG00000105963.15","ADAP1",1.06015155021579,0.029411516723837,1.53148257876364
