"GeneID","GeneName","log2FC","padj","neg_log_padj"
"ENSG00000169245.6","CXCL10",12.1879179547445,6.85205729001577e-16,15.1641790145574
"ENSG00000137959.17","IFI44L",11.3547831535041,2.29725673855184e-53,52.6387904658822
"ENSG00000182393.3","IFNL1",10.8459863902802,1.42259695104053e-12,11.8469181264323
"ENSG00000132530.17","XAF1",10.6485394046311,3.37968767416258e-12,11.4711234321647
"ENSG00000119917.15","IFIT3",10.6062072532564,9.87664890559875e-92,91.0053903842258
"ENSG00000197110.10","IFNL3",10.4658778381306,8.91877716955507e-12,11.0496946865341
"ENSG00000183709.8","IFNL2",10.448103469047,1.75594177469422e-11,10.7554898889699
"ENSG00000155918.8","RAET1L",9.96625098967012,1.09187180841966e-10,9.96182834712944
"ENSG00000138755.6","CXCL9",9.5850625695006,8.27034991359954e-10,9.08247611531679
"ENSG00000136244.12","IL6",9.3744192137106,2.42331064622655e-09,8.61559090971953
"ENSG00000177409.12","SAMD9L",9.35909388503413,2.25414517178068e-09,8.64701811789371
"ENSG00000185745.10","IFIT1",9.26229590763055,7.19143763538358e-299,298.143184281425
"ENSG00000111335.14","OAS2",9.23686559908607,3.69924906461413e-310,309.431886427337
"ENSG00000169429.13","CXCL8",9.08226745403394,1.18882437964437e-49,48.9248822972608
"ENSG00000130303.14","BST2",8.99883868603506,3.02833263607059e-64,63.5187964230703
"ENSG00000204482.11","LST1",8.82891812436598,3.27726720780967e-08,7.4844881475263
"ENSG00000236507.3","ENSG00000236507",8.82649317933646,3.89813647098879e-08,7.40914296061094
"ENSG00000254233.2","LINC02365",8.73976866878921,8.46066050499333e-08,7.07259573123089
"ENSG00000166670.10","MMP10",8.70293575710975,9.64854374781436e-08,7.01553822966276
"ENSG00000220908.3","LINC02531",8.61335841492127,2.02880265496974e-07,6.69276019546341
"ENSG00000232810.5","TNF",8.57959461357717,2.56285550329491e-15,14.5912758791418
"ENSG00000189325.7","BNIP5",8.57505870689073,6.02161629110595e-08,7.22028692201566
"ENSG00000185885.17","IFITM1",8.54686012274105,1.33945299434239e-22,21.8730725225604
"ENSG00000271503.7","CCL5",8.4662160733034,2.46707251383988e-289,288.60781808525
"ENSG00000135114.14","OASL",8.43848723542323,1.91574399871832e-140,139.717662526245
"ENSG00000290915.1","KLKP1",8.37259937010558,4.09310864450902e-08,7.3879467276038
"ENSG00000253775.3","ENSG00000253775",8.29720424830681,4.10841466276034e-07,6.38632572947098
"ENSG00000119922.11","IFIT2",8.16007595310306,9.99999999999999e-301,300
"ENSG00000254510.4","ENSG00000254510",8.13197619414886,4.9823930080778e-07,6.30256201856833
"ENSG00000137965.11","IFI44",7.99763960706129,5.83030864947028e-136,135.234308453609
"ENSG00000078098.15","FAP",7.99025812900174,9.72074307600676e-07,6.01230053533354
"ENSG00000144596.13","GRIP2",7.9386791447013,9.98979320488196e-07,6.00044350185492
